epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,8.9967,1.55414,5.07449,5.64498,1.57718,0,0,0,0,0,0,0,0,0,1.31642,3.0644,5.37779,1.20124,0,3.72e-06,3.72e-06,3.72e-06
